Implication Réseau 1/2/3,Implication 2019-2020,Implication 2017-2018,Latitude,Longitude,Département,Structure,Site Web,Adresse,Ville,CP,Full Address,Description,THEMATIQUE_1,THEMATIQUE_2,THEMATIQUE_3,Type de lieu,Organisation structurelle
,,,45.7695532,4.8147566,Region,DRAC,,6 Quai Saint-Vincent,Lyon,69283,6 Quai Saint-Vincent Lyon 69283 ,"Soutien financier du réseau Traces, en particulier de la biennale.",Collectivités Territoriales,,,,Collectivité Territoriale
,,,45.2412911,4.6733764,,Secours Catholique Annonay,,6 rue Antoine Grimaud,Annonay,07100,6 rue Antoine Grimaud Annonay 07100 ,"Service d’Eglise. Ses missions : accueillir, accompagner, aider les personnes vivant la précarité, témoigner de la fraternité entre tous les Hommes",,,,,
,2020,2018,45.1845952,5.724427899999999,Isère,Armenie Echange et Promotion (AEP),https://www.facebook.com/ArmenieEchangePromotion/,6 rue Berthe de Boissieux,Grenoble,38000,6 rue Berthe de Boissieux Grenoble 38000 ,A pour buts de favoriser les échanges entre la France et l'Arménie et de développer la francophonie en Arménie. A organisé un concert à la biennale Traces 2018.,Patrimoine / mémoire,Solidarités,,,Association
,,,45.1845952,5.724427899999999,,Cie Ophélia Théâtre,http://ophelia-theatre.fr/,6 rue Berthe de Boissieux,Grenoble,38000,6 rue Berthe de Boissieux Grenoble 38000 ,"Compagnie créant spectacles et films. Lien et rencontre avec les habitants. Tous les habitants. Créer du lien, éveiller, transformer, mettre en mouvement, déplacer les regards sur l’autre et sur le monde, susciter échanges et débats populaire.",Artistes/ Collectifs d’artistes,,,,compagnie
,,,45.1845952,5.724427899999999,Isère,Tisser Les Liens d'Amitiés Solidaires,https://www.grenoble.fr/association/129853/85-association-tisser-les-liens-d-amities-solidaires.htm,6 Rue Berthe de Boissieux,Grenoble,38000,6 Rue Berthe de Boissieux Grenoble 38000 ,"Actions socioculturelles,d'éducation populaire, sportive, économique. Engagée dans des solidarités sociale, éthique et citoyenne. Initier, favoriser et développer des liens et des partenariats nationaux et internationaux.        ",,,,,
,2020,2018,45.1845952,5.724427899999999,Isère,Cimade Grenoble,https://www.facebook.com/La-Cimade-Grenoble-910706472353577/,6 Rue Berthe de Boissieux ,Grenoble,38000,6 Rue Berthe de Boissieux  Grenoble 38000 ,"La Cimade a pour but de manifester une solidarité active avec les personnes opprimées et exploitées. Elle défend la dignité et les droits des personnes réfugiées et migrantes quelles que soient leurs origines, leurs opinions politiques ou leurs convictions.",Accueil / Accompagnement / solidarités,,,,Association
,,2018,45.7820354,3.0921739,Auvergne,Festival traces de vie,https://tracesdevies.org/,6 rue de la Sellette,Clermont-Ferrand,63000,6 rue de la Sellette Clermont-Ferrand 63000 ,"""Manifestation de cinéma qui privilégie le rapprochement du public avec les œuvres, la rencontre, le débat, et l’accès à une culture cinématographique riche et contemporaine. Programmation sur la mémoire des migrants, sur le racisme.""",,,,,
,2020,,45.7734216,4.8365344,Rhône,LALCA,http://www.lalca.org/index.php/lalca-1er/lalca,6 rue des fantasques,Lyon,69001,6 rue des fantasques Lyon 69001 ,"Laboratoire d’Architectes, Lutteurs, Chercheurs et Artistes. Projet autour de l'hospitalité. Participe à la biennale Traces 2020.",,,,,
,2020,,44.7154388,5.0543684,,MJC-Centre social Nini Chaize,https://www.mjcninichaize.org,6 rue Gustave Gresse,Aouste sur Sye,26400,6 rue Gustave Gresse Aouste sur Sye 26400 ,Maison des Jeunes et de la Culture de Nini Chaize. Participe à la biennale Traces 2020.,,,,,
,2020,,45.1867111,5.723572,Isère,Librairie Les Modernes,https://www.lesmodernes.com/,6 rue Lakanal,Grenoble,38000,6 rue Lakanal Grenoble 38000 ,"Librairie indépendante engagée spécialisée en illustration (jeunesse et BD). Microédition, féminisme et modes de fabrication alternatifs, mais également migrations. Contribue au réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Librairie,Lieu
,,,45.1867111,5.723572,Drôme,Montelimar Mosaiques,,6 rue Lakanal,Montélimar,,6 rue Lakanal Montélimar  ,,,,,,
,,2018,45.1901544,5.730705899999999,Isère,Anagramme,https://www.facebook.com/anagramme.grenoble,6 rue Raoul Blanchard,Grenoble,38000,6 rue Raoul Blanchard Grenoble 38000 ,"Lieu de créations, propose de partager la richesse de l’art littéraire au travers d'événements culturels, spectacles, ateliers et formations. A participé à la biennale 2018 avec « EXIL », une lecture silencieuse de textes littéraires contemporains et de chansons.",Equipements culturels / lieux / Champ culturel,Artistes/ Collectifs d’artistes,Education /Educ pop,Culturel,Lieu
,,2018,45.76751429999999,3.0816913,Auvergne,ITSRA ,http://itsra.net/wordpress/,62 avenue Marx-Dormoy,Clermont-Ferrand,63009,62 avenue Marx-Dormoy Clermont-Ferrand 63009 ,Institut de Travail Social de la Région Auvergne. Formations aux métiers du social. Accueille régulièrement des événements du réseau Traces.,,,,,
,2020,,45.1915639,5.7672336,Isère,Bureau des dépositions,https://www.pacte-grenoble.fr/programmes/bureau-des-depositions,621 Avenue Centrale,Saint-Martin-d'Hères,38400,621 Avenue Centrale Saint-Martin-d'Hères 38400 ,"Création et recherche entre art conceptuel, droit et sciences humaines, menée depuis 2018 à Grenoble, par dix co-auteurices. Organise des événements en partenariat avec le réseau Traces et y contribue.",Recherche,Artistes/ Collectifs d’artistes,,,Collectif
,2020,,45.1686442,5.755688,Isère,Theatre du Reel,http://theatredureel.fr/,63 avenue du 8 mai 1945,Saint-Martin-d’Hères,38400,63 avenue du 8 mai 1945 Saint-Martin-d’Hères 38400 ,"Compagnie de théâtre. Thèmes actuels, dialogue et échange avec les publics au travers de rencontres, d’ateliers de pratique et de formations. Thématiques des migrations, partenariats avec Traces.",Equipements culturels / lieux / Champ culturel,,,Theatre,Compagnie
,,,45.1667821,5.7050901,Isère,Le prunier sauvage,https://lepruniersauvage.com/,63 rue Albert Reynier,Grenoble,38100,63 rue Albert Reynier Grenoble 38100 ,Scène de spectacle et lieu de production. Lutte contre les assignations culturelles et sociales.,Lieu de  diffusion culturelle,,,,lieu
,,,45.7629443,4.8804682,,FIJI RA,https://www.facebook.com/FIJIRA/,64 Rue Paul Verlaine,Lyon,69100,64 Rue Paul Verlaine Lyon 69100 ,"Défense des droits personnels et familiaux des personnes de nationalité française et étrangère, informations, conseils sur des problématiques du droit international de la famille. Formations pour les professionnels. Sessions de sensibilisation pour le public.",,,,,
,,,45.759437,5.689290000000001,Ain,Amnesty International,,688  avenue de sonod,Belley Bugey-Sud,01300,688  avenue de sonod Belley Bugey-Sud 01300 ,"Antenne locale d'Amnesty International, ONG de lutte pour les droits humains, d'enquête, d'alerte et d'action.  ",,,,,
,,,45.1845952,5.724427899999999,,RESF Isère,https://www.educationsansfrontieres.org/spip.php?rubrique48,6bis Rue Berthe Boissieux,Grenoble,38000,6bis Rue Berthe Boissieux Grenoble 38000 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",,,,,
,2020,,45.7792104,3.0688017,Auvergne,"Musée de la Résistance, de l’Internement et de la Déportation de Clermont Auvergne Métropole",https://www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/musee-de-la-resistance-de-linternement-et-de-la-deportation/,7 Place Beaulieu,Chamalières,63400,7 Place Beaulieu Chamalières 63400 ,"Musée autour de la Seconde Guerre Mondiale. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Patrimoine / mémoire,,,,
,,2018,45.1927292,5.7341012,Isère,ODTI,https://www.odti.org/,7 Place Edmond Arnaud,Grenoble,38000,7 Place Edmond Arnaud Grenoble 38000 ,"Observatoire sur les Discriminations et les Territoires Interculturels. Informer, aider les personnes à conquérir leurs droits, proposer des solutions de logement, lutter contre les discriminations. Contribue au réseau Traces.",Champ culturel,,,,Association
,2020,"2018, 2016",46.2037863,5.221823199999999,Ain,Alfa3A - Service Médiation Intégration,http://www.alfa3a.org/,7 rue de la Paix,Bourg en Bresse,01000,7 rue de la Paix Bourg en Bresse 01000 ,"Accueillir, associer et accompagner celles et ceux qui vivent sur un territoire avec une attention toute particulière pour les plus fragiles, en lien avec les collectivités. Participe à la construction des biennales Traces.",Accueil / Accompagnement / solidarités,,,Accompagnement/ Accueil et Logement,
,2020,,45.7570783,4.835109399999999,,Théâtre des Marroniers,http://theatre-des-marronniers.com/,7 rue des Marronniers,Lyon,69002,7 rue des Marronniers Lyon 69002 ,"Théâtre créé en 1985, privilégiant les créations mêlant le théâtre à d'autres arts. Participe à la biennale Traces 2020.",,,,,
,2020,"2018, 2016",45.1498027,5.323511799999999,,Saint-Marcellin Vercors Isère,http://www.saintmarcellin-vercors-Isère.fr/,7 Rue du Colombier,Saint Marcellin,38160,7 Rue du Colombier Saint Marcellin 38160 ,"Accueille depuis 10 ans la biennale interculturelle « De Nord en Sud » (initiée par le Syndicat Mixte Pays du Sud Gésivaudan). Entre diffusion et éducation artistique et culturelle, l'événement a reçu depuis 2008 l'Algérie, le Maroc ou encore le Sénégal.",Collectivités Territoriales,,,Communauté de Communes,Collectivité Territoriale
,,2016,45.1498027,5.323511799999999,,Syndicat Mixte Pays du Sud Grésivaudan (Biennale de Nord en Sud),http://www.biennale.saintmarcellin-vercors-isere.fr/,7 Rue du Colombier,Saint Marcellin,38160,7 Rue du Colombier Saint Marcellin 38160 ,"Coordonne depuis 10 ans la biennale interculturelle « De Nord en Sud ». Entre diffusion et éducation artistique et culturelle, l'événement a reçu depuis 2008 l'Algérie, le Maroc ou encore le Sénégal.",,,,,
,,2018,45.8738568,4.77237,,Ville de Chasselay,http://mairie-chasselay.fr/,7 Rue du Promenoir,Chasselay,69380,7 Rue du Promenoir Chasselay 69380 ,,Collectivités Territoriales,,,,Collectivité Territoriale
,,2018,45.1633848,5.7273782,Isère,MJC Prémol,http://mjctheatrepremol.fr/,7 Rue Henry Duhamel,Grenoble,38100,7 Rue Henry Duhamel Grenoble 38100 ,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,,,45.7714091,4.832116699999999,,"Cie Bruno Boëglin",,7 Rue Imbert-Colomès,Lyon,69001,7 Rue Imbert-Colomès Lyon 69001 ,"Compagnie de théâtre contemporain. Thématiques de la migration, notamment irakienne avec la pièce « Irak à jamais ». ",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,2020,,45.0181037,5.2905525,,AIR - Accueil Interculturel Royans,https://sursaut-citoyen.org/Association-AIR-Accueil-Interculturel-en-Royans,7 rue Pasteur,Saint-Jean-en-Royans,26190,7 rue Pasteur Saint-Jean-en-Royans 26190 ,"Cette association a pour buts l'accueil et le soutien aux personnes étrangères, l'aide à la scolarité et à la formation, l'aide à l’insertion, l'aide dans l’accès aux droits, la solidarité et les échanges et rencontres interculturels. Participe à la construction des biennales Traces.",Accueil / Accompagnement / solidarités,,,,
,,,45.0181037,5.2905525,,AIR-Accueil Interculturel en Royans,,7 Rue Pasteur,Saint-Jean-en-Royans,26190,7 Rue Pasteur Saint-Jean-en-Royans 26190 ,"Accueil et soutien aux personnes étrangères - Aide à la scolarité et à la formation – Aide à l’insertion- Aide dans l’accès aux droits- Solidarité, échanges et rencontres interculturels.",,,,,
,,,45.7493486,4.836409499999999,Rhône,Maison de l'Orient et de la Méditerranée Jean Pouilloux,https://www.mom.fr/,7 rue Raulin,Lyon,,7 rue Raulin Lyon  ,,,,,,
,,2007,45.6490314,5.6323662,Ain,Maison d'Izieu,https://www.memorializieu.eu/,70 Route de Lambraz,Izieu,01300,70 Route de Lambraz Izieu 01300 ,Mémorial de la Seconde Guerre Mondiale. Organise des événements en partenariat avec le réseau Traces.,,,,,
,2020,,45.214887,5.417758,Vercors,Le grand Séchoir,http://www.legrandsechoir.fr/,705 route de Grenoble,Vinay,38470,705 route de Grenoble Vinay 38470 ,"Musée. Partage contes et légendes autour de la noix, le métier de nuciculteur d’hier à aujourd’hui, le patrimoine des séchoirs à noix ou les utilisations de la noix et du noyer. Accueille des événements en partenariat avec le réseau Traces, notamment lors des biennales.",Equipements culturels / lieux / Champ culturel,,,,
,,2018,46.0421545,5.4102583,,Musée des Soieries Bonnet,http://patrimoines.ain.fr/n/musee-des-soieries-bonnet/n:808,72 clos du musée,Jujurieux,01640 ,72 clos du musée Jujurieux 01640  ,"Musée patrimonial implanté dans une ancienne soierie. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces. ",Patrimoine / mémoire,,,Musée,Institution
,,2018,45.1728081,5.7058139,Isère,Le Plateau Mistral Eaux-Claires,https://leplateau-mistral.fr/,74 rue Anatole France,Grenoble,38100,74 rue Anatole France Grenoble 38100 ,"Lieu culturel, activités sportives et de loisirs. Partenariats réguliers avec le réseau et accueil d'événements.",,,,,
,,2018,45.1974118,4.906339700000001,Drôme,Bibliothèque de La Motte de Galaure ,,75 Rue des Ecoles,La Motte-de-Galaure,26240,75 Rue des Ecoles La Motte-de-Galaure 26240 ,Accueille événements culturels en lien avec les thématiques des migrations.,Equipements culturels / lieux / Champ culturel,,,Bibliothèque / Médiathèque,Lieu
,,2018,45.63697519999999,4.4485234,Rhône,Communaute de communes des Monts du Lyonnais,https://cc-montsdulyonnais.fr/,790 Allée de Pluvy,Pomeys,69590,790 Allée de Pluvy Pomeys 69590 ,,Collectivités Territoriales,,,Communauté de Communes,Collectivité Territoriale
,,2018,44.6551578,4.7640216,Ardèche,Communauté de communes Ardèche Rhône Coiron,https://ardecherhonecoiron.fr/,8 Avenue Marcel Cachin,CRUAS,07350,8 Avenue Marcel Cachin CRUAS 07350 ,,Collectivités Territoriales,,,Communauté de Communes,Collectivité Territoriale
,,,45.7416549,4.8811509,,EGM,https://eg-migrations.org/,8 avenue Rockefeller,Lyon,69008,8 avenue Rockefeller Lyon 69008 ,États Généraux des Migrations. Centaines de collectifs et associations présentes sur le terrain. Organisation d'événements publics pour dénoncer la politique actuelle et être force de proposition afin d'obtenir un changement radical de la politique migratoire.,Accueil / Accompagnement / solidarités,Réseau,,,
,2020,2018,45.768254,4.8160662,Rhône,Les SUBS,https://www.les-subs.com/,8 bis Quai Saint-Vincent,Lyon,69001,8 bis Quai Saint-Vincent Lyon 69001 ,"Projet artistique pluridisciplinaire à la croisée entre arts visuels, spectacle vivants, qui brise les frontières et les conventions. Hospitalité, diversité et innovation. Deux salles de spectacles. Evénements en collaboration avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Theatre/Danse/Musiqe/Arts,Institution
,2020,,45.768254,4.8160662,,Le Chantier Collectif,https://www.facebook.com/ChantierCollectif,8 bis Quai Saint-Vincent,Lyon,69001,8 bis Quai Saint-Vincent Lyon 69001 ,"Compagnie de théâtre. Thématique de la migration (pièce ""ISF Sans Frontière"". Participe à la biennale Traces 2020.",,,,,
,,,44.9239101,2.4429171,Auvergne,Magma Performing Théâtre,https://www.magma-theatre.com/no-border-lecture/,8 Esplanade Michel Crespin,Aurillac,15000,8 Esplanade Michel Crespin Aurillac 15000 ,,Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,2020,2018,45.698783,4.8844034,Rhône,Espace Pandora,https://espacepandora.org/,8 place de la Paix,Venissieux,69200,8 place de la Paix Venissieux 69200 ,"Association menant des actions culturelles en faveur du livre et de l'écrit. A déjà accueilli des événements du réseau Traces, notamment en lien avec la poésie.",Equipements culturels / lieux / Champ culturel,,,Ecriture /Livre,Association
,,,44.9239101,2.4429171,,Cimade Aurillac,,8 place de la Paix,Aurillac,15000,8 place de la Paix Aurillac 15000 ,"La Cimade a pour but de manifester une solidarité active avec les personnes opprimées et exploitées. Elle défend la dignité et les droits des personnes réfugiées et migrantes quelles que soient leurs origines, leurs opinions politiques ou leurs convictions.",Accueil / Accompagnement / solidarités,,,,
,2020,,45.76561179999999,4.879707199999999,,TNP,https://www.tnp-villeurbanne.com/,8 Place du Dr Lazare Goujon,Villeurbanne,69100,8 Place du Dr Lazare Goujon Villeurbanne 69100 ,"Théâtre National Populaire. Comprend deux théâtres, des ateliers de construction et une brasserie. Participe à la biennale Traces 2020.",,,,,
,,,45.7612968,4.826603899999999,,Cie du Bonhomme,https://www.ciedubonhomme.com/dreck-salete,8 place Saint-Jean,Lyon,69005,8 place Saint-Jean Lyon 69005 ,"Compagnie de théâtre contemporain. Thématiques de la migration, notamment irakienne avec la pièce « Dreck (Saleté) ». ",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,2020,,45.7566561,4.843433399999999,Rhône,Olivier des Sages,http://www.olivierdessages.com/,8 Rue de l'Epée,Lyon,69003,8 Rue de l'Epée Lyon 69003 ,"Association de cohésion sociale pour un public retraité ou proche de la retraite, notamment issus de l'immigration ou migrants. ",Solidarité,Asso chibanis,,,Association
,2020,,46.2050887,5.228168800000001,Ain,Radio Salam,https://radiosalam.com/,8 rue Prévoté,Bourg en Bresse,01000,8 rue Prévoté Bourg en Bresse 01000 ,Radio associative avec un attachement à la culture arabo-musulmane. Histoire des premières générations de l'immigration arabe. Partenariats avec le réseau Traces.,Médias,,,Radio,Association
,,,45.5784947,5.9305274,Haute-Savoie,RESF Savoie,http://www.educationsansfrontieres.org/?page=contacts&id_rubrique=313,81 chemin des Ecureuils,Chambery,73004,81 chemin des Ecureuils Chambery 73004 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",Accueil / Accompagnement / solidarités,,,,
,2020,,45.78429,4.8525119,,Musée d’art contemporain de Lyon,https://www.mac-lyon.com/fr,81 Quai Charles de Gaulle,Lyon,69006,81 Quai Charles de Gaulle Lyon 69006 ,Accueille une exposition dans le cadre de la biennale Traces 2020.,,,,,
,,2018,45.5644235,5.9209365,,Pays de Savoie solidaires,https://paysdeSavoiesolidaires.org/,83 Place St Léger,Chambéry,73000,83 Place St Léger Chambéry 73000 ,Plateforme départementale des acteurs de la solidarité internationale. Partenariats avec le réseau Traces.,,,,Solidarité,L'association
,2020,,45.818775,4.9049718,Rhône,Centre Social des Semailles,https://www.csxrillieux.asso.fr/,85 avenue de l’Europe,Rillieux-la-Pape,69140,85 avenue de l’Europe Rillieux-la-Pape 69140 ,"Inscrit son action sur le territoire de la ville, à l’écoute de ses habitants, dans un souci de favoriser une vie plus solidaire. Accueille des événements de la biennale Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social,Lieu
,,,45.7520472,4.8518374,,Cimade Rhône-Alpes,https://www.lacimade.org/regions/auvergne-rhone-alpes/,86 Cours Gambetta,Lyon,69007,86 Cours Gambetta Lyon 69007 ,"La Cimade a pour but de manifester une solidarité active avec les personnes opprimées et exploitées. Elle défend la dignité et les droits des personnes réfugiées et migrantes quelles que soient leurs origines, leurs opinions politiques ou leurs convictions.",Accueil / Accompagnement / solidarités,,,,
,2020,2018,45.7488505,4.8379694,Rhône,Terre des livres,http://www.terredeslivres.fr/,86 rue de Marseille,Lyon,69007,86 rue de Marseille Lyon 69007 ,"Librairie artisanale, lieu de rencontres et de débats. Fonds spécialisé : Maghreb, littérature et langue arabes ainsi qu’Afriques. Accueille des événements du réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Librairie,Lieu
,2020,,45.7492112,4.836951,Rhône,Collectif des étudiant·e·s étranger·e·s de Lyon sans papiers et solidaires,https://www.facebook.com/Collectif-des-%C3%A9tudiant-e-s-%C3%A9trangers-de-Lyon-sans-papiers-et-solidaires-161228107544728/,86 Rue Pasteur,Lyon,69007,86 Rue Pasteur Lyon 69007 ,"Apporter une solidarité concrète aux étudiant-e-s étrangers, sans papiers, ou menacé-e-s de le devenir, par le conseil, l'information et le soutien mutuel dans les différents instants (inscription, préfecture, tribunal, etc.).",Accueil / Accompagnement / solidarités,,,,
,2020,,45.4280813,4.3840116,Loire,SOS Méditerranée antenne Grenoble,https://www.sosmediterranee.fr/,86 Rue Vaillant Couturier,Saint-Etienne,42000,86 Rue Vaillant Couturier Saint-Etienne 42000 ,"Porter assistance à hommes, femmes ou enfants, migrants ou réfugiés, se retrouvant en danger de mort lors de la traversée de la Méditerranée. ",Accueil / Accompagnement / solidarités,,,,
,,2018,46.26138599999999,5.645382,Ain,Centre culturel Aragon,https://www.oyonnax.fr/mes-loisirs/culture/centre-culturel/,88 cours de Verdun,Oyonnax,01100,88 cours de Verdun Oyonnax 01100 ,"Regroupe théâtres, cinémas, salles d'exposition, musées, médiathèque et ateliers. Accueille de nombreux événements lors des rencontres d'Oyonnax, aux biennales Traces.",Equipements culturels / lieux / Champ culturel,,,,Lieu
,2020,,45.7675882,4.9005221,Rhône,Centre social Cusset,http://www.cscusset.fr/,"89, rue Pierre Voyant",Villeurbanne,69100,"89, rue Pierre Voyant Villeurbanne 69100 ","Espace socioculturel. Promouvoir la dignité humaine, les solidarités, la démocratie. Participe à la biennale Traces 2020.",,,,,
,2020,,45.16119519999999,5.7360954,Isère,Association des Sénégalais de l’Isère,https://www.facebook.com/iSenegalaisisere/,9 Allée des Frênes,Grenoble,38100,9 Allée des Frênes Grenoble 38100 ,"Rassembler tous les Sénégalais dans le but de vulgariser notre culture ,travailler sur des projets communs ,dans l'unité , dans l'entente et la solidarité. Participe à la biennale Traces 2020.",,,,,
,2020,2018,44.617337,4.3840084,Ardèche,Maison de l'Image /Grand Ecran/ Les Rencontres des Cinémas d’Europe / Toiles de Doc,http://www.maisonimage.eu/,9 Bd de Provence,Aubenas,07200,9 Bd de Provence Aubenas 07200 ,"Centre d’animation et de ressources cinéma, photo et multimédia. Rencontres des Cinémas d’Europe. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,"Education /Educ pop",,,Association
,2020,2003,45.8141458,4.9002173,Rhône,MJC Rillieux la Pape,http://mjcrillieux.com/,9 bis Avenue Général Leclerc,Rillieux-la-Pape,69140,9 bis Avenue Général Leclerc Rillieux-la-Pape 69140 ,Maison des Jeunes et de la Culture de Rillieux-la-Pape. Participe à la biennale Traces 2020.,Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,
,,,45.1870942,5.722515599999999,Isère,Cinéma Le Club,http://www.cinemaleclub.net/,9 bis rue du Phalanstère ,Grenoble,38000,9 bis rue du Phalanstère  Grenoble 38000 ,,Equipements culturels / lieux / Champ culturel,,,Cinéma,Lieu
,2020,,45.7746413,3.0840718,Auvergne,Médiathèque de Jaude,https://www.bibliotheques-clermontmetropole.eu/page/mediatheque-de-jaude-clermont-ferrand-centre,9 place Louis Aragon,Clermont-Ferrand,63000,9 place Louis Aragon Clermont-Ferrand 63000 ,"Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,Bblio
,,2018,45.77668999999999,4.8064656,Rhône,Cie No Man's Land,https://www.cienomansland.com/,9 rue de la Corderie,Lyon,69009,9 rue de la Corderie Lyon 69009 ,"Compagnie de théâtre produisant des pièces sur des thèmes historiques et sociologiques en lien étroit avec les questions de la colonisation, de l'itinérance et de la migration (Vietnam, Algérie). ",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,2020,,46.2093478,5.227237300000001,Ain,Direction Départementale de la Cohésion Sociale,http://www.ain.gouv.fr/direction-departementale-de-la-a1287.html,9 Rue de la Grenouillère,Bourg-en-Bresse,01000,9 Rue de la Grenouillère Bourg-en-Bresse 01000 ,"Conduire les différentes politiques publiques en matière sociale, de logement, de la ville, de la jeunesse (accueil collectif de mineur, politiques éducatives territoriales…), des sports et de la vie associative. ",Collectivités Territoriales,,,Service,Collectivités
,,,45.43566190000001,4.3863493,Loire,Mémorial de la Résistance et de la Déportation,https://saint-etienne.fr/m%C3%A9morial-r%C3%A9sistance-d%C3%A9portation-loire,9 Rue du Théâtre,Saint-Etienne,42000,9 Rue du Théâtre Saint-Etienne 42000 ,Lieu d'exposition consacré à l'histoire de la résistance et de la déportation en Loire. Valorisation de l'engagement et lutte contre les discriminations et l'extrémisme. Partenariats avec le réseau Traces.,Patrimoine / mémoire,,,Mémorial,Lieu de mémoire
,2020,,45.4364149,4.3904458,Loire,La friterie (Famille Belala),,9 rue Georges Dupré,Saint-Etienne,42000,9 rue Georges Dupré Saint-Etienne 42000 ,Restaurant de cuisine française à Saint-Etienne. Participe à la biennale Traces 2020.,,,,,
,,2018,45.8990319,6.6598687,Ardèche,Arve-Réfugiés,https://arverefugies.wordpress.com/,934 Route du Cruet,Combloux,74920,934 Route du Cruet Combloux 74920 ,"Association d'aide à l'accueil des Réfugiés Vallée d'Arve, Arve réfugiés participe aux biennales Traces.",Accueil / Accompagnement / solidarités,,,,Association
,2020,,45.7416631,4.8946553,Rhone,"Ospere-Samdarra - ""Observatoire Santé mentale vulnérabitiliés et Sociétés""",http://www.ch-le-vinatier.fr/orspere-samdarra.html,95 Boulevard Pinel,Bron,69678,95 Boulevard Pinel Bron 69678 ,"Observatoire national. Equipe pluridisciplinaire de recherche et de ressource. Habitat, précarités/vulnérabilités, migrations, et enjeux de démocratisation du champ de la santé mentale. Participe à la biennale Traces 2020.",Recherche,,,,
,2020,,45.7416631,4.8946553,,Collectif « Tou∙te∙s concerné∙e∙s ! »,,95 Boulevard Pinel,Bron,69678,95 Boulevard Pinel Bron 69678 ,Appeler à une société plus juste et inclusive à l’égard des personnes atteintes de troubles psychique. Participe à la biennale Traces 2020.,,,,,
,,"2018, 2000",45.1722154,5.724044,Isère,ADATE,http://www.adate.org/,96 rue Stalingrad,Grenoble,38100,96 rue Stalingrad Grenoble 38100 ,"Partenaire de Traces, les missions d'ADATE sont d’accueillir, d’informer, d’orienter et d’accompagner socio-juridiquement et linguistiquement toute personne étrangère recourant à ses services. Est une des porteuses de la revue Ecarts d'Identité.",Accueil / Accompagnement / solidarités,,,Accueil/ Insertion,Association
,,2018,45.1641585,5.732971800000001,Isère,Espace 600,https://www.espace600.fr/,97 Galerie de l'Arlequin,Grenoble,38100,97 Galerie de l'Arlequin Grenoble 38100 ,"Scène régionale, à la fois théâtre ouvert à la création contemporaine pour la jeunesse, théâtre de découverte de jeunes compagnies et théâtre de proximité au cœur de la Villeneuve de Grenoble. Contribue au réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,Lieu
,2020,2018,45.1641585,5.732971800000001,Isère,Maison de l'Image,https://www.maison-image.fr/,97 Galerie de l’Arlequin,Grenoble,38100,97 Galerie de l’Arlequin Grenoble 38100 ,"Lieu culturel autour de l'audiovisuel : ateliers, formations, expositions. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,Association
,2020,2018,44.9276096,4.900437200000001,Drôme,Cimade Drôme,https://www.facebook.com/CimadeValence/,97 Rue Faventines,Valence,26000,97 Rue Faventines Valence 26000 ,"La Cimade a pour but de manifester une solidarité active avec les personnes opprimées et exploitées. Elle défend la dignité et les droits des personnes réfugiées et migrantes quelles que soient leurs origines, leurs opinions politiques ou leurs convictions.",Accueil / Accompagnement / solidarités,,,,Association
,,2018,46.282546,4.986289999999999,Ain,Musée departemental de la bresse,http://patrimoines.ain.fr/n/musee-de-la-bresse-domaine-des-planons/n:810,987 chemin des Seiglières,Saint-Cyr-sur-Menthon,01380,987 chemin des Seiglières Saint-Cyr-sur-Menthon 01380 ,"Domaine des Planons : musée historique bressan, tradition gastronomique. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Patrimoine / mémoire,,,Musée,Institution patrimoniale
,,,46.17700749999999,5.5796841,Ain,"Radya Réseau des acteurs d’ateliers Sociolinguistiques",http://www.aslweb.fr/ressources/,Accueil du public,Montreal-la-cluse,,Accueil du public Montreal-la-cluse  ,,,,,,
